account_no,date,particulars,withdrawal_amt,deposit_amt,closing_balance
73667250361,2025/06/08 14:35:43,IMPS-764371133807-Reyansh Iyer,554,,39267.71
73667250361,2025/06/09 15:02:52,IMPS-909930765914-Ajay Trivedi,12257,,7482.71
73667250361,2025/06/09 12:20:13,UPI-DEBIT-281036416211-reyansh.iyer@ybl,3282,,-3124.29
55631140471,2025/05/31 17:57:50,NEFT-DEBIT-272753686358-Suresh Sheikh,11074,,71724.41
55631140471,2025/06/04 15:04:21,NEFT-DEBIT-627710096988-Vijay Arora,9568,,62156.41
55631140471,2025/06/11 20:22:34,UPI-CREDIT-709178378324-pari.verma@ybl,,924,42345.41
02281649185,2025/05/20 06:09:38,UPI-DEBIT-494477328050-ira.malik@okhdfcbank,614,,62487.14
02281649185,2025/05/25 00:25:03,UPI-DEBIT-004256073790-neha.jain@okicici,3366,,37232.14
956094728268,2025/05/01 11:29:00,NEFT-CREDIT-180254770522-SALARY,,49783,61396.06
956094728268,2025/05/20 17:00:18,UPI-DEBIT-058879242723-tara.thakur@paytm,952,,60444.06
956094728268,2025/06/14 10:12:38,UPI-DEBIT-263509825069-vijay.arora@gpay,7575,,25584.06
6081130461,2025/05/30 10:57:00,NEFT-CREDIT-773338726451-SALARY,,66726,107587.04
6081130461,2025/06/01 16:14:07,UPI-DEBIT-553315690827-ayesha.singh@ybl,6730,,81980.04
6081130461,2025/06/10 20:00:35,NEFT-DEBIT-890208729430-Neha Sen,7761,,59115.04
6081130461,2025/05/14 07:47:39,UPI-CREDIT-328502553668-shaurya.malhotra@gpay,,812,57379.04
6081130461,2025/05/01 16:45:04,UPI-DEBIT-593153927649-ayesha.singh@ybl,1936,,55443.04
6081130461,2025/05/17 07:50:53,UPI-DEBIT-741310115327-kabir.chopra@okaxis,1581,,53862.04
6081130461,2025/05/07 23:09:18,UPI-CREDIT-546041370492-mahesh.agarwal@gpay,,5777,43139.04
4476071066,2025/06/10 15:38:58,NEFT-DEBIT-067734696559-Suresh Sheikh,2092,,91269.97
4476071066,2025/05/04 18:03:44,UPI-DEBIT-157537538153-geeta.shukla@gpay,9644,,81625.97
4476071066,2025/05/05 02:05:25,UPI-DEBIT-593460235818-anika.reddy@gpay,5814,,76097.97
4476071066,2025/05/08 06:09:01,UPI-CREDIT-104054430472-reyansh.iyer@ybl,,4897,80994.97
4476071066,2025/05/11 09:47:12,UPI-DEBIT-481680769480-siya.nair@okhdfcbank,5074,,75920.97
4476071066,2025/06/11 14:05:44,UPI-DEBIT-840381063484-siya.nair@okhdfcbank,241,,75679.97
4476071066,2025/06/08 00:07:41,UPI-CREDIT-724661615079-suresh.sheikh@okicici,,8313,83992.97
7843323429,2025/05/30 12:30:00,NEFT-CREDIT-710437358343-SALARY,,69202,80708.89
7843323429,2025/05/21 14:31:10,IMPS-166248981370-Neha Sen,305,,80403.89
7843323429,2025/05/12 20:25:35,IMPS-814178461934-Anika Reddy,13278,,67125.89
7843323429,2025/05/16 10:06:40,NEFT-DEBIT-637178536695-Tara Thakur,2095,,52848.89
7843323429,2025/06/04 06:36:28,UPI-CREDIT-024391515461-anika.reddy@gpay,,9973,40885.89
7843323429,2025/05/09 11:34:14,UPI-DEBIT-992373403019-farhan.mishra@oksbi,3449,,43950.89
7843323429,2025/05/20 14:27:35,UPI-DEBIT-295908746441-anika.reddy@gpay,8235,,35715.89
13713784687312,2025/05/17 05:27:10,IMPS-812551014752-Neha Jain,2708,,112607.43
13713784687312,2025/05/13 12:54:28,IMPS-854714993174-Tara Thakur,1912,,102800.43
13713784687312,2025/06/01 16:46:56,NEFT-DEBIT-536419696724-Tara Thakur,10928,,91872.43
13713784687312,2025/05/03 16:42:01,UPI-CREDIT-771540657181-vijay.arora@gpay,,4914,66385.43
558822584841,2025/05/24 20:35:17,IMPS-979671794221-Neha Jain,7333,,66097.04
558822584841,2025/05/02 01:22:35,IMPS-303832231419-Anika Reddy,10245,,55852.04
558822584841,2025/05/23 14:57:27,IMPS-633820768083-Kabir Chopra,8211,,47641.04
558822584841,2025/06/03 12:53:16,NEFT-DEBIT-248832328618-Anika Reddy,10647,,36293.04
558822584841,2025/06/11 21:09:18,IMPS-198762141979-Sana Bose,3432,,32861.04
558822584841,2025/06/12 10:04:10,UPI-DEBIT-104740814042-kabir.chopra@okaxis,8580,,2154.04
803728829645,2025/05/28 11:36:00,NEFT-CREDIT-184677136570-SALARY,,79580,108043.34
803728829645,2025/06/10 08:26:31,UPI-DEBIT-299678196567-tara.sen@okhdfcbank,14765,,80435.34
803728829645,2025/05/23 06:05:39,UPI-CREDIT-638914105489-pari.verma@ybl,,3442,67368.34
913847671623,2025/05/29 09:00:00,NEFT-CREDIT-741810331348-EXTERNAL SOURCE,,300000,312012.62
913847671623,2025/05/29 10:34:00,UPI-DEBIT-145184849220-suresh.trivedi@okicici,284230,,6946.0
9727320019,2025/05/29 10:34:42,UPI-CREDIT-318473304693-suresh.pandey@oksbi,,284230,329559.92
9727320019,2025/05/29 12:30:00,UPI-DEBIT-491658779082-ramesh.yadav@gpay,242514,,4114.96
625645248422,2025/05/29 12:30:36,UPI-CREDIT-902496132963-suresh.trivedi@okicici,,242514,274240.98
625645248422,2025/05/29 14:24:00,UPI-DEBIT-550799637167-vijay.arora@gpay,228960,,8905.68
36078603370,2025/05/29 14:24:36,UPI-CREDIT-066718880910-ramesh.yadav@gpay,,228960,255803.56
36078603370,2025/05/29 18:16:00,UPI-DEBIT-635982822771-suresh.pandey@oksbi,201484,,2279.11
9187313012,2025/05/25 08:54:28,UPI-DEBIT-535687593113-suresh.trivedi,3878,,4833.92
9187313012,2025/05/24 22:15:59,UPI-DEBIT-664951026803-ajay.sen,4404,,429.92
9187313012,2025/05/31 12:00:00,IMPS-389641750103-UNKNOWN,,97291,97720.92
142767609813,2025/05/25 20:44:20,UPI-DEBIT-147827689719-ajay.sen,1543,,9335.19
142767609813,2025/05/31 17:39:00,UPI-DEBIT-979909563680-avni.mukherjee@oksbi,48587,,-6593.81
846778009100,2025/05/31 19:37:00,UPI-DEBIT-819064522912-tara.chauhan@okhdfcbank,49536,,64572.99
4498494148,2025/05/09 00:17:46,NEFT-DEBIT-217316227808-Vivaan Pillai,12361,,140070.32
