account_no,date,particulars,withdrawal_amt,deposit_amt,closing_balance
23166587603669,2025/06/09 23:04:03,IMPS-127652892866-Hemangini Lalla,4885,,57772.16
23166587603669,2025/06/07 00:52:53,IMPS-137157660538-Hemangini Lalla,3735,,44397.16
23166587603669,2025/06/06 11:53:37,UPI-DEBIT-600025895529-fariq.kaul@okhdfcbank,1898,,42499.16
72980699016,2025/05/01 10:49:00,NEFT-CREDIT-158331170303-SALARY,,54844,81565.78
72980699016,2025/05/24 02:51:37,NEFT-DEBIT-156326868507-Lajita Mall,5708,,71264.78
72980699016,2025/06/05 08:05:39,IMPS-494012897432-Priya Rastogi,9395,,51025.78
72980699016,2025/05/24 16:55:09,UPI-DEBIT-094388221145-lajita.mall@okhdfcbank,4155,,43336.78
72980699016,2025/05/24 19:39:44,UPI-DEBIT-745705458971-kritika.brar@okhdfcbank,5847,,37489.78
3309232719,2025/05/30 08:58:00,NEFT-CREDIT-679298842599-SALARY,,40996,59627.84
3309232719,2025/05/03 04:20:46,UPI-DEBIT-775331266109-harini.choudhury@gpay,5483,,54144.84
3309232719,2025/05/06 13:22:17,NEFT-DEBIT-025176298334-Hemangini Lalla,2597,,51547.84
3309232719,2025/06/02 16:35:20,UPI-DEBIT-564350238503-nathaniel.sami@okicici,1277,,25130.84
3309232719,2025/05/18 00:04:47,UPI-DEBIT-000389608706-arunima.dugal@ybl,7169,,10964.84
3309232719,2025/05/12 06:20:18,UPI-DEBIT-689003010272-arunima.dugal@ybl,1607,,7206.84
3309232719,2025/05/03 02:56:12,UPI-DEBIT-342967111483-harini.choudhury@gpay,5246,,1960.84
5865185067,2025/05/06 15:41:19,IMPS-285478150618-Nihal Shere,1111,,120431.25
5865185067,2025/06/08 11:08:04,UPI-DEBIT-477695874131-viraj.tiwari@ybl,12933,,79894.25
5865185067,2025/05/14 00:09:14,UPI-CREDIT-085456676640-harini.choudhury@gpay,,8414,87095.25
99650752735454,2025/05/19 17:21:02,IMPS-543588418343-Janaki Handa,7551,,60882.59
99650752735454,2025/06/13 23:31:26,UPI-DEBIT-459576403816-nathaniel.sami@okicici,7987,,45126.59
99650752735454,2025/06/07 06:36:10,UPI-DEBIT-809961327303-hemangini.lalla@paytm,3952,,25414.59
99650752735454,2025/05/22 03:16:42,UPI-DEBIT-262446704622-janaki.handa@okicici,1621,,23793.59
99650752735454,2025/05/23 13:29:18,UPI-CREDIT-775095465408-nathaniel.sami@okicici,,4715,10221.59
685574443135,2025/05/08 16:26:08,IMPS-422294643039-Advay Contractor,7192,,92412.08
685574443135,2025/06/14 04:20:29,NEFT-DEBIT-867925298585-Diya Rattan,1691,,90721.08
685574443135,2025/06/11 18:40:34,IMPS-015343324913-Udant Dewan,7770,,82951.08
685574443135,2025/05/13 21:38:12,UPI-CREDIT-312840333997-advay.contractor@okicici,,9143,78168.08
685574443135,2025/05/30 01:03:45,UPI-CREDIT-961739970469-arunima.dugal@ybl,,8082,77353.08
685574443135,2025/05/10 09:33:18,UPI-DEBIT-484587149392-chakradev.kari@paytm,1881,,69396.08
0947775204,2025/05/28 09:23:00,NEFT-CREDIT-207346549500-SALARY,,62227,75085.69
0947775204,2025/05/04 05:16:30,UPI-DEBIT-904774258591-tara.dhar@paytm,5896,,131416.69
0947775204,2025/05/24 22:09:20,UPI-DEBIT-311649133424-rushil.saini@paytm,14359,,117057.69
0947775204,2025/05/02 15:44:44,NEFT-DEBIT-775396737948-Harini Choudhury,3326,,111414.69
0947775204,2025/05/31 19:43:14,UPI-DEBIT-896340646867-rushil.saini@paytm,3807,,83808.69
0947775204,2025/05/24 08:19:35,UPI-DEBIT-626693351342-viraj.tiwari@ybl,2725,,78753.69
0947775204,2025/05/06 23:51:16,UPI-DEBIT-372450184819-rushil.saini@paytm,9699,,69054.69
49649909133412,2025/05/04 23:02:02,UPI-DEBIT-908051208005-aarush.lall@okaxis,585,,49441.27
49649909133412,2025/05/22 09:26:59,NEFT-DEBIT-081441529821-Radhika Dugar,6156,,36632.27
49649909133412,2025/06/14 15:33:58,IMPS-181535237360-Theodore Devi,7023,,29609.27
49649909133412,2025/06/01 10:09:03,NEFT-DEBIT-589988683452-Viraj Tiwari,12871,,16738.27
49649909133412,2025/06/04 19:22:03,IMPS-170715879647-Theodore Devi,7130,,9608.27
49649909133412,2025/06/03 22:16:46,UPI-DEBIT-314998250800-radhika.dugar@oksbi,1003,,8605.27
49649909133412,2025/05/19 22:17:05,UPI-DEBIT-022939469434-theodore.devi@paytm,3841,,285.27
49649909133412,2025/05/31 22:51:15,UPI-CREDIT-128524648449-daksh.karnik@oksbi,,1974,1992.27
24210249947,2025/05/22 15:32:54,IMPS-919457575747-Liam Koshy,7525,,58159.14
24210249947,2025/05/27 12:02:21,NEFT-DEBIT-567756777226-Harini Choudhury,8117,,50042.14
24210249947,2025/06/08 04:30:01,IMPS-843379766270-Aarush Lall,2177,,46103.14
24210249947,2025/06/02 13:45:22,UPI-DEBIT-387367042549-hemangini.lalla@paytm,2152,,43951.14
24210249947,2025/06/14 20:17:54,IMPS-525971075633-Hemangini Lalla,730,,43221.14
24210249947,2025/06/13 05:34:27,UPI-DEBIT-629518779417-harini.choudhury@gpay,417,,35612.14
24210249947,2025/05/16 16:05:36,UPI-CREDIT-875256806562-hemangini.lalla@paytm,,377,17631.14
78742967175,2025/05/04 03:56:05,IMPS-832102192378-Isha Kadakia,4152,,47651.24
78742967175,2025/06/09 20:49:19,IMPS-169061812054-Gayathri Chaudry,2653,,30691.24
78742967175,2025/05/23 18:48:24,UPI-CREDIT-588914444983-isha.kadakia@ybl,,5622,30619.24
78742967175,2025/05/12 23:48:26,UPI-DEBIT-275367497852-gayathri.chaudry@okicici,3470,,19357.24
03859770348247,2025/05/02 01:53:39,IMPS-760944128333-Janya Gaba,5959,,96239.28
37826398214658,2025/05/06 23:35:23,NEFT-DEBIT-473236533774-Rushil Saini,4663,,42170.39
37826398214658,2025/05/03 09:00:41,UPI-DEBIT-078436142442-harini.choudhury@gpay,2025,,40145.39
37826398214658,2025/05/04 01:21:45,UPI-DEBIT-899827802058-lajita.mall@okhdfcbank,2877,,29516.39
37826398214658,2025/06/08 06:49:10,NEFT-DEBIT-464493699951-Tripti Yadav,5023,,24493.39
37826398214658,2025/06/03 07:48:20,IMPS-811872333510-Arunima Dugal,8789,,7489.39
37826398214658,2025/05/03 04:40:00,UPI-CREDIT-324707392013-harini.choudhury@gpay,,3039,-1523.61
37826398214658,2025/05/05 02:49:51,UPI-CREDIT-616324888995-harini.choudhury@gpay,,2681,-3850.61
62702895171870,2025/05/01 10:18:00,NEFT-CREDIT-074926999699-SALARY,,34903,84596.57
62702895171870,2025/05/15 07:00:34,UPI-DEBIT-231234266980-nihal.shere@gpay,1468,,80160.57
62702895171870,2025/05/02 02:45:04,UPI-DEBIT-760723483893-gagan.sami@paytm,5874,,74286.57
62702895171870,2025/06/07 13:01:14,UPI-DEBIT-730086966101-aarush.lall@okaxis,13339,,51469.57
62702895171870,2025/06/07 19:13:29,NEFT-DEBIT-397620534407-Gagan Sami,5890,,45047.57
62702895171870,2025/06/11 05:47:32,UPI-DEBIT-920613638527-aarush.lall@okaxis,2791,,27113.57
62702895171870,2025/06/11 04:04:48,UPI-CREDIT-560539707986-gagan.sami@paytm,,8542,22503.57
6117240050,2025/06/10 07:58:41,IMPS-488966997273-Radhika Dugar,14102,,8669.95
6117240050,2025/06/13 04:31:58,UPI-DEBIT-920491060183-gagan.sami@paytm,6734,,537.95
6117240050,2025/06/06 08:51:12,IMPS-508276817225-Kritika Brar,1035,,-497.05
6117240050,2025/05/29 06:43:30,UPI-DEBIT-522299936216-rushil.saini@paytm,3149,,-7108.05
6117240050,2025/06/01 21:44:54,UPI-CREDIT-388232553983-radhika.dugar@oksbi,,9687,2578.95
6117240050,2025/05/27 23:43:18,UPI-CREDIT-777326430954-rushil.saini@paytm,,5147,7725.95
48217594647436,2025/05/08 04:56:41,IMPS-943325623899-Dominic Kakar,8543,,118779.35
48217594647436,2025/05/05 07:43:08,NEFT-DEBIT-418135998989-Udant Dewan,848,,114998.35
48217594647436,2025/06/02 17:13:10,NEFT-DEBIT-801864482217-Isha Kadakia,291,,114707.35
48217594647436,2025/05/08 07:16:18,UPI-DEBIT-970409531419-chakradev.kari@paytm,7691,,101350.35
48217594647436,2025/05/06 11:03:49,UPI-DEBIT-832748835651-dominic.kakar@paytm,5909,,95441.35
48217594647436,2025/05/29 04:57:12,UPI-CREDIT-964966834960-udant.dewan@paytm,,6623,102064.35
48217594647436,2025/05/20 17:45:33,UPI-DEBIT-089348688390-advay.contractor@okicici,4609,,88972.35
210470952145,2025/05/28 09:54:00,NEFT-CREDIT-123274897917-SALARY,,65350,85584.26
210470952145,2025/06/14 12:41:45,UPI-DEBIT-531980746823-ayushman.chander@paytm,3954,,17143.26
210470952145,2025/05/16 00:23:44,UPI-DEBIT-510030762054-liam.koshy@okaxis,6795,,10348.26
817549651370,2025/05/31 18:36:40,IMPS-308868430211-Kritika Brar,2326,,92406.51
92617964053773,2025/06/09 14:56:05,NEFT-DEBIT-821764846735-Harini Choudhury,2841,,149559.01
92617964053773,2025/06/11 15:43:02,UPI-CREDIT-225606295350-nathaniel.sami@okicici,,9374,161411.01
92617964053773,2025/05/16 07:17:56,UPI-DEBIT-185201362608-saumya.mall@okicici,3853,,149614.01
93352904228,2025/05/26 06:12:34,UPI-DEBIT-256913303033-chakradev.kari@paytm,7511,,38796.98
93352904228,2025/06/01 03:11:07,NEFT-DEBIT-017222405076-Liam Koshy,6425,,27617.98
93352904228,2025/06/13 03:31:07,NEFT-DEBIT-725812259095-Diya Rattan,8725,,10915.98
93352904228,2025/05/05 04:08:31,UPI-CREDIT-803586901707-saumya.mall@okicici,,872,20632.98
93352904228,2025/06/12 23:58:22,UPI-DEBIT-227643387220-chakradev.kari@paytm,1892,,18050.98
7839084700,2025/05/28 12:39:00,NEFT-CREDIT-337618518626-SALARY,,62130,111812.45
7839084700,2025/05/21 08:10:10,IMPS-720266568629-Tripti Yadav,14495,,153975.45
7839084700,2025/05/28 21:37:40,IMPS-989925539460-Radhika Dugar,3133,,150842.45
7839084700,2025/05/15 11:02:01,IMPS-729669417996-Priya Rastogi,7236,,143606.45
7839084700,2025/05/31 16:17:04,NEFT-DEBIT-860521026270-Ekbal Garg,9345,,124808.45
7839084700,2025/05/28 19:44:59,UPI-CREDIT-574883997418-chakradev.kari@paytm,,9202,124852.45
7839084700,2025/05/21 04:40:05,UPI-CREDIT-500030566199-priya.rastogi@gpay,,3975,128827.45
7839084700,2025/05/12 05:02:54,UPI-DEBIT-429906745686-tripti.yadav@okaxis,4546,,119376.45
11836736576615,2025/05/30 12:05:00,NEFT-CREDIT-590099217790-SALARY,,40003,71018.5
11836736576615,2025/05/28 20:43:15,NEFT-DEBIT-104502437361-Gavin Batta,7653,,50212.5
11836736576615,2025/05/31 04:08:39,IMPS-473156639792-Gavin Batta,6460,,40068.5
11836736576615,2025/05/07 22:16:08,UPI-DEBIT-281444718939-priya.rastogi@gpay,8072,,16612.5
11836736576615,2025/06/07 01:34:42,UPI-DEBIT-455135872717-chakradev.kari@paytm,4658,,8391.5
04945198327315,2025/05/17 08:26:42,IMPS-463000998433-Radhika Dugar,536,,47826.58
04945198327315,2025/05/06 18:20:34,UPI-DEBIT-815198545829-aarush.lall@okaxis,7922,,39904.58
04945198327315,2025/06/12 07:20:46,IMPS-940262085817-Janya Gaba,7493,,26279.58
04945198327315,2025/06/13 14:13:53,UPI-DEBIT-612559046100-janya.gaba@oksbi,7285,,13164.58
04945198327315,2025/05/06 04:44:48,UPI-DEBIT-573472435861-aarush.lall@okaxis,1543,,3576.58
04945198327315,2025/06/08 00:27:40,UPI-DEBIT-419768784947-anamika.kanda@okhdfcbank,6656,,5781.58
04945198327315,2025/06/10 06:52:04,UPI-DEBIT-035006184897-janya.gaba@oksbi,1419,,4362.58
66752545991,2025/05/10 17:02:02,IMPS-405356707897-Daksh Karnik,5425,,104977.72
66752545991,2025/06/01 17:37:27,IMPS-370500493326-Upadhriti Wadhwa,12382,,65638.72
66752545991,2025/05/08 16:05:15,UPI-CREDIT-291635049602-upadhriti.wadhwa@okicici,,8181,77502.72
66752545991,2025/06/04 21:08:37,UPI-DEBIT-272845397499-arunima.dugal@ybl,6977,,70525.72
66752545991,2025/05/14 19:51:33,UPI-DEBIT-324362962080-saumya.mall@okicici,3510,,48116.72
036900343244,2025/05/30 08:19:00,NEFT-CREDIT-614378844370-SALARY,,41514,58297.26
036900343244,2025/05/30 13:27:12,IMPS-291084507860-Viraj Tiwari,14359,,36599.26
036900343244,2025/06/05 02:54:38,NEFT-DEBIT-222667941908-Gagan Sami,2129,,23518.26
036900343244,2025/06/11 16:32:21,UPI-DEBIT-492217048618-yashica.cherian@okicici,1489,,8722.26
036900343244,2025/05/28 12:11:43,UPI-DEBIT-182653371708-viraj.tiwari@ybl,8890,,-5654.74
036900343244,2025/06/09 22:07:01,UPI-DEBIT-694203983135-dominic.kakar@paytm,5145,,-10799.74
036900343244,2025/06/03 08:30:55,UPI-DEBIT-459967069219-gagan.sami@paytm,9955,,-20754.74
64160529751613,2025/05/01 12:52:00,NEFT-CREDIT-858055811574-SALARY,,50334,99056.02
64160529751613,2025/05/27 22:15:08,NEFT-DEBIT-788026529516-Michael Dutta,1341,,87420.02
64160529751613,2025/06/09 18:55:35,UPI-DEBIT-053970774544-advay.contractor@okicici,2062,,70668.02
64160529751613,2025/06/01 09:01:59,UPI-DEBIT-714619953946-lajita.mall@okhdfcbank,13713,,56955.02
64160529751613,2025/05/23 16:39:58,UPI-DEBIT-926009860275-liam.koshy@okaxis,9888,,19137.02
79807935978207,2025/05/29 09:00:00,NEFT-CREDIT-384440458831-EXTERNAL SOURCE,,300000,309939.04
79807935978207,2025/05/29 10:12:00,UPI-DEBIT-503687156891-kritika.brar@okhdfcbank,275659,,9799.99
38721489513433,2025/05/29 10:12:52,UPI-CREDIT-779780234456-kashvi.edwin@oksbi,,275659,287157.98
38721489513433,2025/05/29 12:26:00,UPI-DEBIT-664016329573-saumya.mall@okicici,253828,,8374.62
33872624731,2025/05/29 12:26:53,UPI-CREDIT-315975729273-kritika.brar@okhdfcbank,,253828,283772.36
33872624731,2025/05/29 14:13:00,UPI-DEBIT-423324165185-ekbal.garg@oksbi,228215,,9295.9
685574443135,2025/05/29 14:13:45,UPI-CREDIT-839660734467-saumya.mall@okicici,,228215,267769.65
685574443135,2025/05/29 18:22:00,UPI-DEBIT-595841749161-kashvi.edwin@oksbi,200829,,3772.2
3750606853,2025/05/07 19:07:38,UPI-DEBIT-084376992964-nihal.shere,3130,,10657.02
3750606853,2025/05/15 15:01:58,UPI-DEBIT-725084232423-isha.kadakia,3966,,6691.02
3750606853,2025/05/31 12:00:00,IMPS-425703332959-UNKNOWN,,101471,107923.02
3750606853,2025/05/31 13:32:00,UPI-DEBIT-158286304029-janaki.handa@okicici,48371,,59552.02
3750606853,2025/05/31 14:35:00,UPI-DEBIT-917217429220-yashica.cherian@okicici,48376,,11176.02
15305152204727,2025/05/24 15:38:41,UPI-DEBIT-000029561622-upadhriti.wadhwa,894,,9533.94
15305152204727,2025/05/01 00:32:53,UPI-DEBIT-532316778145-isha.kadakia,2540,,4493.94
15305152204727,2025/05/05 04:49:37,UPI-DEBIT-806190223116-yashica.cherian,2830,,-6436.06
90104328986143,2025/05/19 03:15:09,UPI-DEBIT-840703398214-isha.kadakia,1152,,4840.13
90104328986143,2025/05/07 23:47:36,UPI-DEBIT-720945167670-nihal.shere,2190,,2650.13
90104328986143,2025/05/31 18:00:00,IMPS-608289671360-UNKNOWN,,113947,113063.13
90104328986143,2025/05/31 20:22:00,UPI-DEBIT-951935001154-fariq.kaul@okhdfcbank,48298,,15379.13
8386379402,2025/06/03 06:10:37,IMPS-274205493296-Daksh Karnik,13261,,24409.87
