MSISDN,PRIVATE_IP,PUBLIC_IP,PORT,SESSION_START,SESSION_END,DEST_IP,DATA_VOLUME_KB
9790337127,192.168.82.252,103.25.174.136,80,2025-06-10 23:24:01,2025-06-11 00:26:01,202.80.164.12,966
9790337127,192.168.30.231,103.25.141.61,8443,2025-06-07 22:20:52,2025-06-07 23:03:52,28.255.211.230,5512
9790337127,192.168.240.151,103.25.151.236,443,2025-06-01 03:02:09,2025-06-01 04:27:09,218.185.16.40,17014
9790337127,192.168.7.225,103.25.129.62,8443,2025-05-26 11:36:45,2025-05-26 12:49:45,190.163.127.231,153
9790337127,192.168.145.135,103.25.44.41,8080,2025-05-01 07:47:55,2025-05-01 08:51:55,172.220.4.103,11855
9563852996,192.168.143.38,103.25.174.121,443,2025-05-29 14:39:37,2025-05-29 16:36:37,179.130.220.217,7117
9563852996,192.168.141.156,103.25.47.145,443,2025-06-05 23:59:16,2025-06-06 01:59:16,109.68.86.170,31734
9563852996,192.168.174.202,103.25.41.216,80,2025-05-15 06:23:43,2025-05-15 08:05:43,188.180.46.68,42683
9563852996,192.168.162.71,103.25.23.126,8443,2025-05-20 12:38:34,2025-05-20 14:19:34,127.106.218.69,18120
9563852996,192.168.9.41,103.25.164.162,8080,2025-05-27 19:47:21,2025-05-27 20:23:21,61.158.82.2,41379
9563852996,192.168.75.227,103.25.31.28,80,2025-05-02 18:28:57,2025-05-02 18:48:57,110.56.242.59,44347
9563852996,192.168.51.49,103.25.138.38,80,2025-05-30 14:03:07,2025-05-30 14:53:07,107.187.255.5,25582
9563852996,192.168.220.124,103.25.193.50,443,2025-05-25 22:57:36,2025-05-26 00:31:36,128.217.101.105,17705
9563852996,192.168.222.103,103.25.152.244,80,2025-06-14 04:01:47,2025-06-14 05:28:47,182.237.11.163,5113
9563852996,192.168.164.10,103.25.176.36,443,2025-05-05 04:27:03,2025-05-05 04:38:03,19.184.224.167,25310
9563852996,192.168.183.63,103.25.56.113,8080,2025-05-29 08:53:42,2025-05-29 09:53:42,105.74.101.149,27318
9563852996,192.168.49.60,103.25.240.236,8443,2025-06-01 21:43:14,2025-06-01 22:32:14,86.3.202.76,42780
9563852996,192.168.25.241,103.25.33.248,8443,2025-06-06 11:28:04,2025-06-06 12:41:04,102.82.227.203,5974
9563852996,192.168.53.84,103.25.2.109,8443,2025-06-06 12:05:37,2025-06-06 12:59:37,54.182.225.55,3492
9563852996,192.168.95.142,103.25.96.147,8080,2025-06-14 14:31:28,2025-06-14 15:05:28,87.162.108.41,17320
9563852996,192.168.31.48,103.25.241.67,443,2025-05-05 22:29:30,2025-05-05 22:46:30,41.106.2.70,5429
9563852996,192.168.253.82,103.25.43.60,80,2025-06-12 23:03:37,2025-06-12 23:23:37,12.168.76.45,1682
9563852996,192.168.186.203,103.25.22.10,8443,2025-06-13 12:56:17,2025-06-13 14:05:17,128.207.255.235,8759
9533367804,192.168.96.155,103.25.81.111,80,2025-06-04 12:18:48,2025-06-04 13:36:48,154.203.167.104,41934
9533367804,192.168.238.220,103.25.122.61,8443,2025-06-14 20:49:20,2025-06-14 22:40:20,134.154.116.131,25450
9533367804,192.168.117.44,103.25.105.71,8080,2025-05-10 12:30:55,2025-05-10 14:04:55,88.10.78.9,15095
9533367804,192.168.86.197,103.25.37.129,8443,2025-05-08 08:28:57,2025-05-08 08:42:57,42.94.76.158,47189
9533367804,192.168.164.124,103.25.191.242,8443,2025-05-20 01:11:02,2025-05-20 01:30:02,179.230.178.192,1312
9533367804,192.168.115.200,103.25.76.149,443,2025-06-08 11:27:14,2025-06-08 11:32:14,60.167.87.125,49332
9533367804,192.168.76.3,103.25.235.72,8080,2025-05-30 04:01:53,2025-05-30 05:07:53,6.114.204.243,4879
9533367804,192.168.113.14,103.25.91.48,8443,2025-05-27 06:02:58,2025-05-27 07:01:58,17.192.237.196,38000
9533367804,192.168.182.110,103.25.104.204,8080,2025-06-09 05:20:57,2025-06-09 07:18:57,147.183.41.156,20438
9533367804,192.168.241.246,103.25.190.196,8443,2025-05-20 01:18:45,2025-05-20 01:24:45,4.233.232.10,23616
9533367804,192.168.134.216,103.25.156.195,8443,2025-05-19 07:08:13,2025-05-19 07:44:13,17.135.175.20,3100
9533367804,192.168.2.156,103.25.187.118,8080,2025-06-11 22:49:31,2025-06-12 00:38:31,148.174.15.70,38181
9533367804,192.168.199.75,103.25.12.107,80,2025-05-02 09:08:24,2025-05-02 10:08:24,153.197.215.211,46082
9533367804,192.168.133.239,103.25.86.211,8443,2025-06-06 23:52:10,2025-06-07 01:26:10,58.128.200.18,46660
9533367804,192.168.111.236,103.25.25.43,443,2025-05-04 17:18:00,2025-05-04 17:43:00,25.159.179.163,39752
9533367804,192.168.239.25,103.25.170.178,8443,2025-05-03 17:25:17,2025-05-03 18:48:17,210.174.63.154,28223
9533367804,192.168.177.124,103.25.101.214,8080,2025-06-08 05:05:15,2025-06-08 06:09:15,192.34.210.233,39945
9533367804,192.168.186.25,103.25.202.61,443,2025-05-26 21:32:38,2025-05-26 22:34:38,43.148.185.242,2980
9533367804,192.168.207.248,103.25.122.182,8080,2025-06-12 13:05:33,2025-06-12 13:58:33,209.34.88.184,47025
9513627107,192.168.152.171,103.25.87.29,443,2025-06-13 07:26:08,2025-06-13 08:31:08,173.139.18.55,1955
9513627107,192.168.174.200,103.25.105.4,8443,2025-06-10 15:36:55,2025-06-10 16:05:55,158.68.30.11,5200
9513627107,192.168.176.8,103.25.240.239,8443,2025-06-10 12:20:11,2025-06-10 13:23:11,39.189.100.196,37606
9513627107,192.168.83.46,103.25.196.128,80,2025-06-10 00:33:50,2025-06-10 00:48:50,40.19.230.185,10478
9513627107,192.168.241.219,103.25.232.83,8080,2025-05-10 06:03:11,2025-05-10 06:13:11,74.18.89.200,5751
9513627107,192.168.178.78,103.25.202.196,80,2025-06-06 03:12:30,2025-06-06 04:19:30,174.200.143.71,15273
9513627107,192.168.52.41,103.25.232.63,443,2025-05-12 16:54:14,2025-05-12 17:48:14,1.170.60.140,1054
9513627107,192.168.165.30,103.25.20.160,80,2025-06-13 18:14:12,2025-06-13 19:49:12,26.220.204.78,36476
9513627107,192.168.108.208,103.25.61.174,8080,2025-05-31 17:20:17,2025-05-31 18:40:17,162.244.123.73,23007
9513627107,192.168.69.46,103.25.236.39,8080,2025-05-05 10:30:19,2025-05-05 12:11:19,101.59.140.17,7066
9513627107,192.168.39.195,103.25.105.186,443,2025-05-19 20:47:37,2025-05-19 21:25:37,205.54.139.239,23490
9513627107,192.168.203.120,103.25.187.42,8080,2025-05-17 16:49:19,2025-05-17 18:30:19,198.11.147.170,25463
9513627107,192.168.89.15,103.25.134.91,443,2025-05-07 02:57:40,2025-05-07 03:24:40,162.235.84.54,12054
9513627107,192.168.166.228,103.25.133.41,443,2025-05-19 01:04:24,2025-05-19 01:16:24,207.226.69.104,10039
9513627107,192.168.137.195,103.25.27.26,80,2025-05-21 08:54:44,2025-05-21 10:13:44,207.93.49.179,17636
9513627107,192.168.238.108,103.25.192.253,443,2025-05-10 03:43:48,2025-05-10 05:05:48,129.168.251.235,25476
9513627107,192.168.75.105,103.25.59.253,443,2025-05-05 13:08:19,2025-05-05 13:43:19,74.19.4.203,20325
9513627107,192.168.11.177,103.25.182.93,8443,2025-06-07 11:33:24,2025-06-07 13:06:24,141.199.189.3,31306
9513627107,192.168.177.83,103.25.217.245,8443,2025-05-13 06:25:12,2025-05-13 06:46:12,186.201.227.169,47513
9513627107,192.168.15.106,103.25.233.229,80,2025-05-23 07:59:26,2025-05-23 08:40:26,106.142.92.60,27012
9729939375,192.168.211.114,103.25.191.3,443,2025-05-05 15:27:53,2025-05-05 17:09:53,153.135.17.9,7882
9729939375,192.168.225.232,103.25.148.78,443,2025-05-06 10:27:05,2025-05-06 12:27:05,18.109.108.27,20277
9729939375,192.168.127.90,103.25.48.202,443,2025-05-29 18:06:53,2025-05-29 18:25:53,12.21.143.190,13471
9729939375,192.168.200.225,103.25.250.204,8443,2025-05-25 22:34:05,2025-05-25 23:00:05,189.31.179.49,12806
9729939375,192.168.81.31,103.25.174.21,80,2025-05-03 14:03:47,2025-05-03 15:38:47,126.30.238.94,48628
9729939375,192.168.90.29,103.25.192.250,8443,2025-05-09 12:49:07,2025-05-09 13:11:07,203.229.47.23,1172
9729939375,192.168.195.124,103.25.137.205,80,2025-05-15 22:44:48,2025-05-16 00:16:48,180.94.137.52,882
9729939375,192.168.74.22,103.25.69.142,80,2025-06-02 10:32:43,2025-06-02 10:48:43,88.236.175.251,44996
9729939375,192.168.168.36,103.25.229.68,80,2025-05-23 08:23:24,2025-05-23 08:52:24,10.9.46.50,19278
9729939375,192.168.253.109,103.25.71.103,80,2025-06-09 02:08:09,2025-06-09 03:39:09,167.52.163.184,34983
9729939375,192.168.177.52,103.25.176.15,8080,2025-06-14 17:43:07,2025-06-14 18:30:07,12.246.219.32,7983
9729939375,192.168.141.189,103.25.36.167,443,2025-05-27 07:26:54,2025-05-27 07:33:54,58.33.157.187,21989
9729939375,192.168.100.103,103.25.57.53,443,2025-05-15 16:37:46,2025-05-15 17:37:46,125.28.126.164,37714
9729939375,192.168.50.181,103.25.72.250,80,2025-06-07 10:04:59,2025-06-07 10:11:59,211.36.161.209,41290
9729939375,192.168.40.211,103.25.103.133,80,2025-06-14 02:55:51,2025-06-14 03:49:51,71.8.179.132,14961
9729939375,192.168.83.121,103.25.114.69,8080,2025-05-09 01:45:33,2025-05-09 02:07:33,3.86.79.154,28105
9729939375,192.168.7.222,103.25.91.98,80,2025-05-21 15:28:18,2025-05-21 15:42:18,121.234.74.11,38172
9729939375,192.168.87.207,103.25.143.9,8080,2025-05-14 22:41:34,2025-05-15 00:18:34,71.194.56.58,36979
9872609296,192.168.16.159,103.25.224.182,80,2025-06-03 07:04:36,2025-06-03 08:43:36,124.196.13.180,11642
9872609296,192.168.1.10,103.25.27.44,80,2025-05-27 15:06:37,2025-05-27 15:11:37,148.187.198.159,13098
9872609296,192.168.13.26,103.25.84.159,80,2025-05-08 00:40:47,2025-05-08 01:20:47,44.0.155.251,26628
9872609296,192.168.189.25,103.25.55.112,8080,2025-05-01 04:33:55,2025-05-01 05:07:55,56.228.64.146,13434
9872609296,192.168.239.157,103.25.235.226,80,2025-05-09 11:00:27,2025-05-09 12:54:27,159.60.107.14,40594
9872609296,192.168.50.231,103.25.47.174,443,2025-06-01 08:26:38,2025-06-01 09:47:38,211.71.254.245,42626
9872609296,192.168.96.5,103.25.213.148,8443,2025-06-10 14:57:55,2025-06-10 16:54:55,114.234.98.56,34707
9872609296,192.168.213.24,103.25.224.139,8443,2025-05-25 19:11:48,2025-05-25 19:28:48,210.79.130.164,23202
9872609296,192.168.193.24,103.25.174.208,8443,2025-06-01 18:51:14,2025-06-01 20:40:14,79.178.244.156,41580
9872609296,192.168.48.30,103.25.141.49,80,2025-06-12 14:18:08,2025-06-12 14:30:08,31.139.58.221,20293
9872609296,192.168.91.208,103.25.122.184,8443,2025-05-11 23:41:01,2025-05-12 00:01:01,211.169.40.203,22782
9872609296,192.168.131.48,103.25.138.172,8443,2025-05-22 01:59:45,2025-05-22 03:52:45,184.145.198.90,9142
9872609296,192.168.165.230,103.25.17.189,443,2025-05-05 10:14:01,2025-05-05 12:07:01,83.35.200.142,7404
9872609296,192.168.81.131,103.25.192.78,80,2025-06-01 21:51:45,2025-06-01 22:04:45,213.151.227.204,10001
9616460720,192.168.181.245,103.25.129.238,8443,2025-05-14 09:44:56,2025-05-14 10:31:56,184.103.98.227,4848
9616460720,192.168.186.196,103.25.171.222,8080,2025-05-08 16:05:09,2025-05-08 17:29:09,136.29.92.119,35267
9616460720,192.168.41.114,103.25.78.93,443,2025-06-04 07:09:56,2025-06-04 08:52:56,43.31.184.240,15864
9616460720,192.168.55.117,103.25.102.235,443,2025-05-18 07:56:19,2025-05-18 08:32:19,123.224.131.251,6506
9616460720,192.168.155.57,103.25.51.42,80,2025-05-02 17:17:04,2025-05-02 19:00:04,67.243.242.220,2864
9616460720,192.168.95.102,103.25.113.80,8443,2025-05-16 02:55:41,2025-05-16 03:03:41,151.85.245.4,17512
9616460720,192.168.144.129,103.25.34.243,8080,2025-05-23 02:15:06,2025-05-23 03:04:06,63.38.123.91,40012
9616460720,192.168.194.105,103.25.59.230,443,2025-06-05 11:19:38,2025-06-05 12:38:38,134.171.86.85,49808
9616460720,192.168.11.24,103.25.246.131,8080,2025-05-28 07:23:51,2025-05-28 07:33:51,93.182.58.117,32861
9616460720,192.168.99.33,103.25.7.144,443,2025-05-06 01:02:03,2025-05-06 02:48:03,29.30.187.206,19524
9616460720,192.168.125.237,103.25.12.78,8443,2025-05-26 01:35:06,2025-05-26 03:21:06,42.73.25.6,31656
9616460720,192.168.122.51,103.25.10.188,8080,2025-05-04 04:06:43,2025-05-04 05:44:43,175.217.7.226,17880
9616460720,192.168.205.28,103.25.128.249,80,2025-06-11 06:21:36,2025-06-11 07:01:36,140.102.83.194,14395
9616460720,192.168.252.169,103.25.56.189,8443,2025-06-13 17:38:28,2025-06-13 18:16:28,213.77.7.24,4239
9530317468,192.168.245.15,103.25.137.191,8080,2025-06-10 18:02:14,2025-06-10 19:46:14,123.99.248.192,17054
9530317468,192.168.148.108,103.25.42.234,443,2025-05-30 02:35:37,2025-05-30 03:44:37,219.28.47.19,19592
9530317468,192.168.135.113,103.25.132.67,80,2025-05-07 22:31:39,2025-05-07 23:37:39,168.33.211.148,8887
9530317468,192.168.238.232,103.25.214.28,8080,2025-05-05 10:22:26,2025-05-05 12:06:26,1.93.201.167,23475
9530317468,192.168.129.23,103.25.53.7,80,2025-06-09 19:46:02,2025-06-09 20:45:02,54.242.173.244,30163
9530317468,192.168.186.59,103.25.218.60,443,2025-05-28 08:15:13,2025-05-28 08:44:13,4.101.238.247,38035
9530317468,192.168.104.183,103.25.72.61,80,2025-05-10 14:34:01,2025-05-10 15:42:01,184.235.102.147,35791
9530317468,192.168.72.31,103.25.178.158,8080,2025-05-22 11:57:53,2025-05-22 13:50:53,33.148.224.28,28509
9530317468,192.168.131.211,103.25.35.98,80,2025-05-02 05:23:16,2025-05-02 06:27:16,66.29.170.39,49030
9812838897,192.168.70.80,103.25.39.65,443,2025-05-21 04:54:25,2025-05-21 05:32:25,65.123.90.217,19837
9812838897,192.168.100.40,103.25.204.207,8443,2025-05-13 07:17:46,2025-05-13 07:27:46,185.161.218.114,32396
9812838897,192.168.132.240,103.25.226.5,443,2025-05-17 15:40:33,2025-05-17 17:00:33,49.14.69.67,37868
9812838897,192.168.213.76,103.25.30.122,443,2025-05-30 04:43:02,2025-05-30 05:03:02,125.103.100.205,30776
9812838897,192.168.62.74,103.25.105.86,8443,2025-05-04 22:47:02,2025-05-05 00:39:02,109.70.47.191,48953
9812838897,192.168.68.38,103.25.194.85,8443,2025-05-27 16:53:12,2025-05-27 18:20:12,158.104.101.90,32882
9812838897,192.168.163.99,103.25.222.71,80,2025-05-30 21:51:38,2025-05-30 23:18:38,190.128.217.169,41358
9812838897,192.168.111.248,103.25.214.69,80,2025-05-07 14:46:42,2025-05-07 16:42:42,52.160.5.247,5153
9812838897,192.168.19.219,103.25.204.193,443,2025-05-25 22:22:22,2025-05-26 00:01:22,136.146.142.250,5442
9812838897,192.168.229.74,103.25.230.22,80,2025-05-21 06:56:41,2025-05-21 07:07:41,147.102.33.12,10853
9812838897,192.168.120.213,103.25.64.180,443,2025-05-16 13:48:40,2025-05-16 15:39:40,12.139.174.216,25801
9812838897,192.168.132.34,103.25.114.132,8443,2025-05-09 13:58:16,2025-05-09 14:37:16,6.222.53.93,20756
9812838897,192.168.205.152,103.25.132.102,8443,2025-06-01 22:02:21,2025-06-01 23:09:21,59.125.95.78,16422
9812838897,192.168.98.234,103.25.199.69,80,2025-05-27 12:54:59,2025-05-27 14:05:59,132.121.61.202,1617
9812838897,192.168.132.239,103.25.181.9,8080,2025-06-12 04:16:25,2025-06-12 04:26:25,87.244.177.186,14858
9812838897,192.168.66.2,103.25.49.174,8080,2025-05-31 22:12:33,2025-06-01 00:02:33,117.223.72.130,783
9812838897,192.168.27.118,103.25.72.34,443,2025-05-01 15:57:55,2025-05-01 16:33:55,128.215.158.66,40611
9812838897,192.168.3.193,103.25.136.22,8080,2025-05-18 09:00:52,2025-05-18 10:40:52,156.206.214.169,9005
9516546167,192.168.251.9,103.25.241.19,443,2025-05-01 23:29:45,2025-05-02 01:12:45,215.122.130.73,37807
9516546167,192.168.248.95,103.25.229.251,443,2025-06-06 10:57:06,2025-06-06 11:03:06,54.221.254.38,39674
9516546167,192.168.247.218,103.25.249.129,8443,2025-05-21 22:14:25,2025-05-21 22:27:25,140.147.157.207,32255
9516546167,192.168.129.85,103.25.80.218,80,2025-05-14 07:00:57,2025-05-14 08:25:57,4.94.178.84,36985
9516546167,192.168.252.218,103.25.132.244,8443,2025-05-31 14:37:37,2025-05-31 15:34:37,83.235.123.223,46862
9516546167,192.168.188.5,103.25.15.251,8080,2025-06-03 17:06:54,2025-06-03 18:48:54,2.155.84.13,9601
9516546167,192.168.241.95,103.25.158.103,80,2025-06-06 04:50:46,2025-06-06 06:35:46,209.204.155.86,31172
9516546167,192.168.50.98,103.25.105.161,443,2025-06-12 04:32:49,2025-06-12 05:06:49,210.172.2.235,13794
9516546167,192.168.108.133,103.25.217.179,8443,2025-06-07 23:12:30,2025-06-07 23:35:30,178.126.232.1,20066
9817417640,192.168.67.67,103.25.192.242,8080,2025-06-10 07:07:29,2025-06-10 08:00:29,95.117.3.146,31705
9817417640,192.168.194.56,103.25.84.18,80,2025-06-06 00:32:23,2025-06-06 00:51:23,218.219.244.29,7041
9817417640,192.168.165.205,103.25.187.76,443,2025-05-12 02:59:41,2025-05-12 03:39:41,69.32.91.134,28166
9817417640,192.168.170.242,103.25.202.218,80,2025-05-15 12:19:29,2025-05-15 13:36:29,175.79.93.253,15277
9817417640,192.168.163.27,103.25.143.44,8080,2025-05-11 18:23:19,2025-05-11 19:23:19,134.80.176.2,1348
9817417640,192.168.130.93,103.25.113.83,8080,2025-06-01 00:27:08,2025-06-01 01:48:08,9.0.82.163,9923
9817417640,192.168.235.40,103.25.69.9,8443,2025-05-17 01:17:40,2025-05-17 01:35:40,140.74.139.101,21452
9817417640,192.168.218.194,103.25.212.102,80,2025-06-05 21:53:10,2025-06-05 23:36:10,99.223.218.252,33739
9817417640,192.168.92.98,103.25.126.152,443,2025-05-19 15:41:59,2025-05-19 15:52:59,103.216.7.62,41159
9817417640,192.168.207.123,103.25.169.182,8080,2025-05-24 22:25:39,2025-05-24 22:55:39,40.127.86.231,29705
9817417640,192.168.201.214,103.25.254.28,8080,2025-05-26 11:19:56,2025-05-26 13:01:56,170.135.45.242,1493
9817417640,192.168.11.67,103.25.20.167,80,2025-05-19 15:47:43,2025-05-19 16:44:43,55.126.8.4,5993
9817417640,192.168.186.20,103.25.38.77,80,2025-05-22 09:25:31,2025-05-22 09:47:31,78.86.235.3,12439
9817417640,192.168.143.109,103.25.161.208,443,2025-05-09 05:54:41,2025-05-09 06:01:41,223.14.63.7,43909
9817417640,192.168.240.10,103.25.34.117,8080,2025-05-20 15:12:35,2025-05-20 15:55:35,19.43.37.94,43021
9817417640,192.168.42.95,103.25.123.224,80,2025-05-09 20:56:55,2025-05-09 21:48:55,4.116.103.29,24448
9817417640,192.168.70.8,103.25.40.236,443,2025-05-30 03:13:58,2025-05-30 04:56:58,138.72.179.127,36427
9817417640,192.168.200.218,103.25.90.153,443,2025-05-17 23:52:43,2025-05-18 00:49:43,78.61.28.252,45608
9817417640,192.168.151.131,103.25.215.225,80,2025-06-07 00:26:40,2025-06-07 01:56:40,119.241.163.165,26249
9795048081,192.168.204.216,103.25.70.97,80,2025-06-12 15:27:08,2025-06-12 15:55:08,217.171.41.190,11623
9795048081,192.168.166.136,103.25.164.53,80,2025-05-08 19:32:07,2025-05-08 21:19:07,193.255.189.189,12716
9795048081,192.168.156.32,103.25.179.161,80,2025-06-04 15:14:47,2025-06-04 16:24:47,23.79.148.24,28972
9795048081,192.168.223.247,103.25.52.235,443,2025-06-08 07:34:54,2025-06-08 09:02:54,21.142.35.199,42911
9795048081,192.168.49.191,103.25.36.94,80,2025-05-10 07:42:04,2025-05-10 08:38:04,55.187.0.30,17991
9795048081,192.168.243.102,103.25.198.52,8443,2025-06-01 10:56:39,2025-06-01 11:15:39,166.177.13.51,45959
9795048081,192.168.248.24,103.25.48.66,8443,2025-06-03 23:41:16,2025-06-04 00:15:16,221.32.126.85,37377
9795048081,192.168.52.228,103.25.75.214,8443,2025-05-21 01:22:11,2025-05-21 01:45:11,207.224.35.201,5181
9795048081,192.168.21.6,103.25.251.14,8080,2025-05-20 05:31:46,2025-05-20 06:30:46,37.242.138.144,34043
9795048081,192.168.161.17,103.25.124.82,8443,2025-05-25 16:43:16,2025-05-25 18:31:16,104.108.138.45,42345
9795048081,192.168.141.234,103.25.182.128,8080,2025-05-30 12:33:07,2025-05-30 12:57:07,131.135.86.97,36408
9795048081,192.168.27.216,103.25.125.15,443,2025-06-03 09:35:29,2025-06-03 10:23:29,119.39.159.173,42776
9865382117,192.168.202.82,103.25.251.237,80,2025-05-28 02:18:58,2025-05-28 04:07:58,12.159.136.131,7937
