account_no,date,particulars,withdrawal_amt,deposit_amt,closing_balance
71137031068700,2025/05/28 10:27:00,NEFT-CREDIT-390389609352-SALARY,,34062,76508.92
71137031068700,2025/05/22 05:04:38,UPI-DEBIT-147632624692-aryan.naidu@okaxis,8906,,93345.92
71137031068700,2025/05/11 20:54:39,UPI-DEBIT-463431280218-aryan.naidu@okaxis,11713,,81632.92
71137031068700,2025/06/03 15:26:42,IMPS-319717667831-Aarav Singh,6291,,75341.92
71137031068700,2025/05/26 02:40:36,UPI-CREDIT-963671148281-aryan.naidu@okaxis,,8656,86629.92
71137031068700,2025/05/02 02:08:54,UPI-CREDIT-670165715373-sana.bansal@paytm,,6316,85549.92
71137031068700,2025/06/03 04:56:49,UPI-DEBIT-218124104825-mohan.bose@okicici,623,,77631.92
40876373796124,2025/06/11 12:34:35,UPI-DEBIT-133231271219-aryan.naidu@okaxis,2462,,26542.31
40876373796124,2025/06/06 09:37:16,UPI-CREDIT-579373796857-sana.bansal@paytm,,4699,13983.31
40876373796124,2025/05/14 13:14:31,UPI-DEBIT-744235472816-sana.bansal@paytm,9190,,-2105.69
0521078604,2025/05/30 10:12:00,NEFT-CREDIT-103351460207-SALARY,,76679,98707.93
0521078604,2025/05/21 09:28:06,IMPS-471663173209-Prakash Nair,11154,,150948.93
0521078604,2025/06/08 06:19:19,UPI-DEBIT-972701175916-sameer.mukherjee@gpay,4879,,125873.93
0521078604,2025/06/02 11:17:42,UPI-DEBIT-876947403645-prakash.nair@okaxis,5426,,120447.93
15413466837,2025/05/21 06:45:43,UPI-DEBIT-160894072957-aarav.singh@ybl,5242,,87137.34
15413466837,2025/06/08 12:11:07,IMPS-987501921153-Vivaan Rao,14388,,65098.34
15413466837,2025/06/12 15:36:07,UPI-DEBIT-856676784078-aarav.singh@ybl,10503,,54595.34
15413466837,2025/05/16 23:22:02,UPI-DEBIT-738388907005-aarav.singh@ybl,8610,,31760.34
15413466837,2025/05/07 00:05:13,UPI-DEBIT-362558170665-manoj.tiwari@okhdfcbank,2680,,28385.34
15413466837,2025/06/13 18:44:40,UPI-DEBIT-802753471788-vivaan.rao@oksbi,7812,,12657.34
15413466837,2025/05/17 09:34:46,UPI-DEBIT-643011537164-rajesh.das@okhdfcbank,2447,,10210.34
2546496985,2025/05/01 12:44:00,NEFT-CREDIT-516994900615-SALARY,,71263,109201.02
2546496985,2025/05/31 08:04:00,NEFT-CREDIT-658948755527-SALARY,,71263,180464.02
2546496985,2025/06/14 12:35:15,UPI-DEBIT-103181855872-sameer.mukherjee@gpay,6488,,158931.02
2546496985,2025/05/10 22:29:19,UPI-DEBIT-311503465675-manoj.tiwari@okhdfcbank,4057,,131897.02
2546496985,2025/05/29 05:04:02,UPI-CREDIT-594213528416-pooja.jain@ybl,,1467,130440.02
2546496985,2025/05/04 13:32:23,UPI-DEBIT-692173949170-shaurya.qureshi@oksbi,9653,,120787.02
4672094200,2025/05/17 13:27:58,UPI-DEBIT-581092114627-prakash.nair@okaxis,1014,,143283.84
4672094200,2025/05/28 19:57:16,UPI-DEBIT-520965028135-myra.gupta@ybl,2006,,141277.84
4672094200,2025/05/19 17:32:27,UPI-DEBIT-343371964008-ramesh.rathore@okicici,8731,,72298.84
4672094200,2025/05/19 01:53:52,UPI-DEBIT-225041575430-pari.pillai@oksbi,3989,,68309.84
4672094200,2025/06/10 06:37:29,UPI-CREDIT-348699295885-ramesh.rathore@okicici,,9271,86090.84
041004475505,2025/05/01 11:19:00,NEFT-CREDIT-006363936976-SALARY,,79931,86212.45
041004475505,2025/06/01 19:10:12,IMPS-869979884881-Vinod Goyal,853,,50574.45
041004475505,2025/05/06 09:06:06,UPI-DEBIT-523904430972-vinod.goyal@okhdfcbank,5045,,40886.45
041004475505,2025/05/15 15:30:40,UPI-DEBIT-586401786820-shaurya.qureshi@oksbi,6002,,16451.45
041004475505,2025/06/11 10:15:14,UPI-CREDIT-184332928924-ramesh.rathore@okicici,,2485,18936.45
041004475505,2025/05/28 23:33:03,UPI-DEBIT-408721104432-ramesh.rathore@okicici,8930,,10006.45
480390876942,2025/05/31 09:16:00,NEFT-CREDIT-923987825344-SALARY,,41964,123992.72
480390876942,2025/05/21 15:16:07,UPI-DEBIT-391273425661-krishna.jain@oksbi,6096,,117896.72
480390876942,2025/05/24 09:39:45,NEFT-DEBIT-959116984907-Krishna Jain,13068,,104828.72
480390876942,2025/05/02 18:10:48,UPI-DEBIT-621777345683-sunita.menon@paytm,6471,,98357.72
480390876942,2025/06/11 06:41:39,NEFT-DEBIT-693904403113-Aditya Bose,2905,,86260.72
480390876942,2025/06/13 05:01:01,NEFT-DEBIT-041621554474-Sunita Menon,1589,,84671.72
480390876942,2025/06/13 01:20:30,UPI-DEBIT-230706189853-imran.bansal@ybl,3989,,67651.72
480390876942,2025/05/13 18:02:55,UPI-DEBIT-558405459755-sameer.mukherjee@gpay,6830,,60821.72
480390876942,2025/06/14 13:27:52,UPI-DEBIT-333578613937-imran.bansal@ybl,3521,,57300.72
5871564132,2025/05/26 08:20:13,IMPS-318047815773-Prisha Trivedi,4715,,60165.74
5871564132,2025/05/20 16:32:12,UPI-DEBIT-902377874581-aaliya.menon@paytm,8283,,24992.74
5871564132,2025/05/25 11:20:42,UPI-DEBIT-658565500853-shaurya.qureshi@oksbi,6202,,18790.74
5871564132,2025/06/06 01:29:18,UPI-CREDIT-932027134329-rajesh.das@okhdfcbank,,5014,23804.74
62328971115015,2025/05/07 07:14:13,UPI-DEBIT-723037936692-imran.bansal@ybl,2964,,58025.48
62328971115015,2025/05/01 17:12:12,NEFT-DEBIT-108085508895-Avni Naidu,9142,,48883.48
62328971115015,2025/06/02 16:31:06,UPI-DEBIT-498066634062-imran.bansal@ybl,1257,,45157.48
62328971115015,2025/06/07 20:25:08,UPI-DEBIT-599218106367-imran.bansal@ybl,4528,,28774.48
62328971115015,2025/06/01 00:19:55,UPI-DEBIT-916703525762-ramesh.rathore@okicici,2344,,26430.48
48470936595,2025/05/28 22:50:56,UPI-DEBIT-066049795183-vivaan.rao@oksbi,3414,,91064.85
48470936595,2025/05/29 02:54:46,NEFT-DEBIT-072902855280-Geeta Singh,4672,,84403.85
48470936595,2025/06/08 11:43:33,UPI-DEBIT-363991564177-vivaan.rao@oksbi,7379,,70736.85
48470936595,2025/06/03 04:01:17,UPI-DEBIT-910215168818-vivaan.rao@oksbi,4106,,61303.85
48470936595,2025/06/13 10:34:32,IMPS-032538838508-Pooja Menon,8171,,53132.85
48470936595,2025/06/13 02:16:22,IMPS-179398042282-Pooja Menon,13164,,39968.85
48470936595,2025/05/25 11:46:08,UPI-CREDIT-924989859253-vivaan.rao@oksbi,,2736,42704.85
48470936595,2025/05/19 12:52:47,UPI-CREDIT-109541616051-vivaan.rao@oksbi,,9355,41069.85
53592219939,2025/06/03 18:38:57,NEFT-DEBIT-312180675231-Sameer Mukherjee,2668,,25320.61
53592219939,2025/06/03 08:58:20,IMPS-683999476735-Vijay Singh,9420,,5585.61
53592219939,2025/05/26 01:16:16,UPI-CREDIT-775826467452-pooja.reddy@oksbi,,6716,10086.61
53592219939,2025/05/16 15:38:00,UPI-DEBIT-022940173958-sai.agarwal@oksbi,6359,,3727.61
686701959660,2025/05/01 12:56:00,NEFT-CREDIT-572538512350-SALARY,,67894,99786.48
686701959660,2025/06/12 16:06:40,UPI-DEBIT-629923339579-sameer.mukherjee@gpay,11211,,130811.48
686701959660,2025/05/31 21:45:20,UPI-DEBIT-233321629241-aditya.desai@okaxis,2892,,127919.48
4188394902,2025/05/30 13:10:19,UPI-DEBIT-026930346223-diya.pillai@gpay,322,,60463.01
4188394902,2025/06/11 17:27:37,IMPS-299635581903-Sameer Mukherjee,6160,,23669.01
4188394902,2025/05/10 22:31:23,UPI-DEBIT-541655978879-sameer.mukherjee@gpay,6319,,5110.01
9240224433,2025/05/01 11:48:00,NEFT-CREDIT-934643901237-SALARY,,39288,49572.25
9240224433,2025/05/31 08:22:00,NEFT-CREDIT-409230458707-SALARY,,39288,88860.25
9240224433,2025/06/11 08:57:30,NEFT-DEBIT-685455460563-Prisha Trivedi,10478,,56655.25
9240224433,2025/06/04 06:27:18,UPI-DEBIT-965863770878-aditya.bose@oksbi,3217,,44235.25
9240224433,2025/05/11 04:32:58,UPI-CREDIT-052783987759-vivaan.rao@oksbi,,3370,38171.25
9240224433,2025/05/09 19:43:08,UPI-DEBIT-786653461915-pari.pillai@oksbi,4141,,34030.25
9240224433,2025/05/28 10:00:43,UPI-DEBIT-912172993017-anika.patel@paytm,9652,,24378.25
84803369989,2025/05/12 04:44:59,UPI-DEBIT-637303539267-manoj.tiwari@okhdfcbank,12365,,58936.98
84803369989,2025/06/06 06:47:16,UPI-DEBIT-061374429380-gopal.qureshi@okaxis,6882,,42015.98
84803369989,2025/05/06 08:24:12,UPI-CREDIT-758160451422-manoj.tiwari@okhdfcbank,,5227,26373.98
290358206811,2025/05/31 08:10:00,NEFT-CREDIT-165704541472-SALARY,,40612,128106.5
290358206811,2025/05/15 21:29:05,IMPS-079706649943-Naresh Kapoor,14501,,113605.5
290358206811,2025/05/22 03:33:13,UPI-DEBIT-385672686480-aaliya.menon@paytm,6727,,90052.5
290358206811,2025/06/13 12:24:59,UPI-DEBIT-871128067614-aaliya.menon@paytm,2450,,77162.5
290358206811,2025/06/06 02:56:37,NEFT-DEBIT-222789155103-Zara Thakur,3013,,74149.5
290358206811,2025/05/24 12:54:47,UPI-CREDIT-231948910788-pooja.jain@ybl,,4371,64816.5
290358206811,2025/05/13 11:56:49,UPI-CREDIT-952269874762-pooja.jain@ybl,,8571,63506.5
290358206811,2025/06/07 04:22:10,UPI-DEBIT-072038954912-shaurya.qureshi@oksbi,8590,,54916.5
290358206811,2025/05/25 20:00:55,UPI-DEBIT-402898658216-mohan.bose@okicici,4531,,38439.5
3856073981,2025/05/31 10:09:00,NEFT-CREDIT-472971631634-SALARY,,40444,112755.09
3856073981,2025/05/02 09:40:07,NEFT-DEBIT-304963201692-Pooja Menon,13147,,99608.09
3856073981,2025/05/13 16:08:48,NEFT-DEBIT-990816709458-Shaurya Qureshi,1803,,93289.09
3856073981,2025/06/08 07:13:21,UPI-DEBIT-867381668090-pooja.menon@okaxis,10520,,75968.09
3856073981,2025/06/03 05:48:11,UPI-DEBIT-791557593699-pooja.jain@ybl,13871,,62097.09
3856073981,2025/05/30 23:48:07,UPI-DEBIT-158005230254-aryan.naidu@okaxis,8960,,35055.09
3856073981,2025/05/31 23:52:55,UPI-DEBIT-760181973184-pooja.jain@ybl,353,,40375.09
80735616565,2025/05/31 10:18:00,NEFT-CREDIT-744279741277-SALARY,,46189,140013.61
80735616565,2025/05/24 09:47:31,UPI-DEBIT-367821176785-ramesh.rathore@okicici,3507,,136506.61
80735616565,2025/06/12 17:13:16,UPI-DEBIT-227396023947-imran.bansal@ybl,863,,86025.61
46896597402,2025/05/01 12:05:00,NEFT-CREDIT-603506928889-SALARY,,33003,59792.99
46896597402,2025/05/07 14:19:40,UPI-DEBIT-044895474044-diya.pillai@gpay,11365,,46970.99
46896597402,2025/05/04 15:41:23,IMPS-706860581608-Naresh Kapoor,7448,,39522.99
46896597402,2025/06/05 06:14:01,IMPS-858325024123-Avni Naidu,14287,,7205.99
46896597402,2025/06/06 15:53:22,UPI-CREDIT-586532608971-avni.naidu@gpay,,7557,-9193.01
88697685351957,2025/05/01 09:21:00,NEFT-CREDIT-126947049528-SALARY,,53745,95032.81
88697685351957,2025/06/01 07:23:09,NEFT-DEBIT-914358332072-Prisha Trivedi,5708,,66892.81
88697685351957,2025/06/13 09:02:03,IMPS-999411670756-Zara Thakur,2809,,64083.81
88697685351957,2025/05/02 05:07:09,UPI-DEBIT-642178294946-zara.thakur@okicici,5158,,36350.81
8762509379,2025/05/22 02:56:36,NEFT-DEBIT-582734731110-Myra Gupta,10849,,177486.49
8762509379,2025/05/19 20:09:29,NEFT-DEBIT-624979670858-Vivaan Rao,2305,,169006.49
8762509379,2025/06/11 14:45:28,NEFT-DEBIT-353182254403-Avni Naidu,1800,,151230.49
8762509379,2025/06/04 11:22:56,IMPS-776379490646-Aditya Desai,12065,,134958.49
8762509379,2025/06/10 19:00:11,UPI-DEBIT-759181313442-aditya.desai@okaxis,5938,,129020.49
8762509379,2025/05/26 19:40:04,UPI-DEBIT-582540429258-sameer.mukherjee@gpay,9769,,119251.49
064112762631,2025/05/27 23:43:42,UPI-DEBIT-641861736540-aditya.desai@okaxis,7944,,77462.44
064112762631,2025/05/28 04:27:01,NEFT-DEBIT-450128726861-Pari Pillai,477,,69090.44
064112762631,2025/06/08 17:14:19,IMPS-133666791520-Sunita Menon,8945,,53101.44
064112762631,2025/06/01 17:03:11,UPI-DEBIT-563303289560-sunita.menon@paytm,8341,,31783.44
6333971627,2025/05/13 04:59:08,NEFT-DEBIT-126602083185-Vijay Singh,7913,,110381.01
6333971627,2025/05/01 09:51:47,NEFT-DEBIT-102704344463-Vijay Singh,7721,,102660.01
6333971627,2025/06/07 00:54:20,NEFT-DEBIT-368270954216-Sana Bansal,1729,,64134.01
6333971627,2025/05/16 14:04:40,UPI-DEBIT-335178591945-mohan.bose@okicici,879,,63255.01
223475784476,2025/05/30 10:51:00,NEFT-CREDIT-526265542653-SALARY,,64341,103317.73
223475784476,2025/05/22 21:00:47,NEFT-DEBIT-801644894308-Prakash Nair,451,,92342.73
223475784476,2025/06/07 01:30:01,IMPS-360305814905-Prakash Nair,2523,,62641.73
223475784476,2025/05/04 06:35:30,UPI-CREDIT-715803287186-prakash.nair@okaxis,,3071,53494.73
76416817544124,2025/06/06 05:58:04,UPI-DEBIT-740306859598-krishna.jain@oksbi,8182,,5054.68
76416817544124,2025/05/11 09:29:15,UPI-DEBIT-242616901347-prisha.trivedi@oksbi,5358,,-9448.32
76416817544124,2025/06/05 21:57:57,UPI-DEBIT-113227820539-pari.pillai@oksbi,5697,,-15145.32
8418398266,2025/06/05 05:43:21,UPI-DEBIT-750189202325-rohan.chauhan@oksbi,1184,,56145.26
8418398266,2025/06/11 00:45:29,NEFT-DEBIT-700233041514-Myra Gupta,3300,,46821.26
8418398266,2025/05/12 03:16:36,UPI-DEBIT-984579803855-myra.gupta@ybl,1774,,39097.26
8418398266,2025/06/11 19:21:19,UPI-DEBIT-221619875588-rohan.chauhan@oksbi,8181,,30916.26
855275044936,2025/05/16 02:40:53,IMPS-724059985362-Prisha Trivedi,10960,,71290.79
855275044936,2025/05/16 11:13:03,NEFT-DEBIT-362328961125-Pooja Reddy,1226,,67296.79
855275044936,2025/06/05 14:09:49,UPI-DEBIT-942979394782-saanvi.kapoor@ybl,772,,61600.79
855275044936,2025/06/09 06:41:15,IMPS-622090060391-Saanvi Kapoor,9271,,50245.79
855275044936,2025/06/02 02:52:21,IMPS-849610388831-Mohan Bose,3852,,46393.79
20292449870,2025/05/31 10:49:00,NEFT-CREDIT-164645267322-SALARY,,36967,121214.13
20292449870,2025/05/17 15:30:07,NEFT-DEBIT-810177539524-Lalita Naidu,5144,,108532.13
20292449870,2025/05/31 04:50:54,UPI-DEBIT-681404269061-krishna.jain@oksbi,4810,,85753.13
20292449870,2025/05/16 11:28:55,UPI-DEBIT-250927151202-pooja.reddy@oksbi,7292,,76236.13
20292449870,2025/05/06 19:49:55,UPI-DEBIT-571391790483-aditya.desai@okaxis,6826,,69410.13
4903320296,2025/05/04 22:32:20,IMPS-770830340680-Mohan Bose,832,,87315.03
4903320296,2025/05/09 23:19:24,IMPS-845002094997-Pooja Menon,6663,,78157.03
4903320296,2025/06/12 09:51:00,UPI-DEBIT-935245437268-rohan.chauhan@oksbi,1245,,76912.03
4903320296,2025/06/12 15:45:48,UPI-DEBIT-923848443716-pooja.menon@okaxis,4805,,59167.03
4903320296,2025/06/06 06:09:16,UPI-CREDIT-519642976558-rohan.chauhan@oksbi,,2094,53869.03
8231883917,2025/05/29 08:14:00,NEFT-CREDIT-075569396282-SALARY,,33369,44468.51
8231883917,2025/05/22 01:37:01,IMPS-026393834205-Shaurya Qureshi,2729,,41739.51
8231883917,2025/05/17 20:00:37,UPI-DEBIT-217486193631-shaurya.qureshi@oksbi,9974,,31765.51
8231883917,2025/06/02 03:28:45,UPI-DEBIT-546187722145-pari.pillai@oksbi,7381,,84.51
9691626211,2025/06/07 12:10:13,NEFT-DEBIT-996654753543-Pooja Menon,5125,,29265.78
9691626211,2025/06/07 22:42:00,NEFT-DEBIT-734432738624-Shaurya Qureshi,867,,19947.78
9691626211,2025/06/01 22:10:12,UPI-DEBIT-061491622574-lalita.naidu@okhdfcbank,8972,,10975.78
9691626211,2025/06/11 23:59:20,UPI-DEBIT-668039063012-shaurya.qureshi@oksbi,4960,,6015.78
9691626211,2025/06/05 14:22:47,UPI-DEBIT-039967072944-shaurya.qureshi@oksbi,6130,,2196.78
9691626211,2025/05/23 03:46:49,UPI-DEBIT-899968169557-pooja.menon@okaxis,870,,-18265.22
564602488940,2025/06/01 11:01:56,UPI-DEBIT-724467705083-naresh.kapoor@oksbi,11741,,38914.08
564602488940,2025/05/31 09:53:22,IMPS-044293114039-Rajesh Khanna,2517,,36397.08
564602488940,2025/05/09 00:58:40,UPI-DEBIT-716187989701-naresh.kapoor@oksbi,3614,,7634.08
564602488940,2025/06/13 01:50:18,UPI-DEBIT-606110548157-zoya.reddy@okhdfcbank,5437,,-7216.92
564602488940,2025/05/01 22:51:22,UPI-CREDIT-166611121451-naresh.kapoor@oksbi,,7660,4593.08
4340960004,2025/05/28 09:56:00,NEFT-CREDIT-876579700864-SALARY,,39946,63071.69
4340960004,2025/05/17 21:00:57,NEFT-DEBIT-482338887546-Naresh Kapoor,7230,,55841.69
4340960004,2025/06/08 21:55:19,NEFT-DEBIT-436995336903-Vivaan Rao,14542,,21471.69
4340960004,2025/06/03 06:53:10,UPI-DEBIT-955083598210-naresh.kapoor@oksbi,9463,,5759.69
4340960004,2025/05/30 00:35:24,UPI-DEBIT-428883703258-naresh.kapoor@oksbi,121,,-3713.31
4340960004,2025/05/21 03:37:44,UPI-DEBIT-329994957101-naresh.kapoor@oksbi,6872,,-10585.31
31314219848710,2025/05/29 10:15:00,NEFT-CREDIT-012973733903-SALARY,,54653,67676.89
31314219848710,2025/05/14 17:49:18,IMPS-129735164490-Aditya Desai,1454,,66222.89
31314219848710,2025/06/07 22:05:34,IMPS-910248576860-Zoya Reddy,3126,,41333.89
31314219848710,2025/05/19 04:53:04,UPI-CREDIT-684687633802-rajesh.khanna@okhdfcbank,,3996,11048.89
18919579760835,2025/05/02 04:37:47,NEFT-DEBIT-121026363843-Aarav Singh,5473,,79515.98
18919579760835,2025/05/13 03:55:59,UPI-DEBIT-452733741689-sana.bansal@paytm,6698,,72817.98
72938521254,2025/05/29 09:00:00,NEFT-CREDIT-886917084953-EXTERNAL SOURCE,,300000,317608.41
72938521254,2025/05/29 10:22:00,UPI-DEBIT-320584048813-diya.pillai@gpay,266023,,6827.57
71137031068700,2025/05/29 10:22:06,UPI-CREDIT-841520896177-ajay.das@okaxis,,266023,302379.25
71137031068700,2025/05/29 12:18:00,UPI-DEBIT-212273116471-aarav.singh@ybl,244408,,1152.04
9691626211,2025/05/29 12:18:57,UPI-CREDIT-496423191419-diya.pillai@gpay,,244408,283791.8
9691626211,2025/05/29 14:28:00,UPI-DEBIT-924838695683-sameer.mukherjee@gpay,214149,,9111.66
47197620058,2025/05/29 14:28:26,UPI-CREDIT-333884606977-aarav.singh@ybl,,214149,261825.05
47197620058,2025/05/29 18:18:00,UPI-DEBIT-128927044505-ajay.das@okaxis,188451,,1508.02
633312447925,2025/05/05 18:40:56,UPI-DEBIT-447914984167-prakash.nair,227,,7381.72
633312447925,2025/05/08 00:04:28,UPI-DEBIT-744584400772-prakash.nair,2892,,4489.72
61405599273387,2025/05/08 13:47:15,UPI-DEBIT-072385975641-manoj.tiwari,1699,,6798.65
61405599273387,2025/05/05 03:16:54,UPI-DEBIT-881927021547-pari.pillai,3294,,3504.65
61405599273387,2025/05/09 22:20:35,UPI-DEBIT-790939032664-rohan.chauhan,4367,,-862.35
5136546287,2025/06/01 19:23:01,NEFT-DEBIT-178792613556-Kabir Malhotra,7793,,42341.89
